name,uri,genres,artist,mood
Cashmere Sweater,35HaS5j9GyaIlYDJWQJlxb,"['canadian electronic', 'edm', 'electro house', 'pop dance', 'progressive house', 'tropical house']",Sultan + Shepard,energetic
Hey Baby,0rDHOcRXcOoDjcQdDddY94,"['belgian dance', 'belgian edm', 'big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",Dimitri Vegas & Like Mike,energetic
Nobody,7npuXU3BT0VioJ6DA1sTxZ,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",alxxa,energetic
This Girl (Kungs Vs. Cookin' On 3 Burners),3YlrH4ydAKkxuej6F4Nnkl,"['new french touch', 'pop dance', 'tropical house']",Kungs,energetic
Candyman,0NWQTyapmz4GuDTSN9xTB7,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",Zedd,energetic
Deep End,4jjkX4Cvmj9TKoMVKbDn9F,[],Lexy Panterra,energetic
Don't Leave - Gryffin Remix,7CluliR1UA3G0IivzTw5sN,"['dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']",Snakehips,energetic
Step into the Light,62CJOPE1aGjHUcD5I7SiN1,['shanty'],Oak & Ash,energetic
Pacific Coast Highway,6kTsa9LObKmNQFV7uPIrsH,"['edm', 'electropop', 'pop dance', 'pop edm', 'tropical house']",Two Friends,energetic
It's You,4ZZtikZ5VtzzCvvbYOsvti,[],Ghassemi,energetic
Bad Luck - KPO Remix,3M49Ey97G9iR5rDw6kxCUS,['scandipop'],Alex Alexander,energetic
Gotta Be You,117Gpyhs7rw7CPAfd3fj1Z,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'soft rock']",Ameria,energetic
Good Vibes,3x58LPrguuY0pdpnMKEXkT,['canadian electropop'],PLS&TY,energetic
In The Arms Of A Stranger - Grey Remix,7kHaGMriSF6GLLWMtub5Q0,"['dance pop', 'pop', 'pop rap']",Mike Posner,energetic
Paris - FKYA Remix,1DTtnqvHhA8vqbP96Nn7Qy,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",The Chainsmokers,energetic
Rich Boy,0K7Dd9DP6fvOl0mrlX0aUa,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Galantis,energetic
In My Head (feat. Georgia Ku) - Landis Remix,2qz9IJ6PQz4VhbkQDXuf2b,"['electropop', 'pop']",Party Favor,energetic
Only One - Brookes Brothers Remix,3eSD4F6Y47EHatykwASvHX,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",Sigala,energetic
My Own Way (feat. Preben),0xmYV1YXszEd8DonoV7n4U,"['corrido', 'corridos tumbados', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']",Axero,energetic
Easy Go,30bHAyVJmKo1mCkCdweg34,"['bass trap', 'electronic trap']",Grandtheft,energetic
Chasing Colors (feat. Noah Cyrus),1VxogbO6bfygdfaCnE9oLb,"['chicago rap', 'melodic rap']",Marshmello,energetic
Open Your Eyes,3PmAQYQZ1ow47InQjZjIH4,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",Sam Feldt,energetic
Show You Love,4govmU9nWC17G8WRIkhEFh,"['cali rap', 'trap', 'underground hip hop', 'vapor trap']",Kato,energetic
Just Hold On - DVBBS Remix,1ZAFPV0DHOuAoyKd7LGWpq,"['k-pop', 'k-pop boy group']",Steve Aoki,energetic
Low Life 2.0 - Boehm Remix,0uPnrziOJJsCf7fZVT2WPd,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock', 'stomp pop']",X Ambassadors,energetic
Say Yes,1n652KBxenJpVlErdvjJk2,[],Johnny Gr4ves,energetic
Cut Me Loose,5etEhxa3LKr3c0U48EhdPt,['deep groove house'],Cardboard Foxes,energetic
Imagine (feat. Tom Aspaul),4DgAmMIrpLy4HtTiaQNLnr,"['future bass', 'vapor soul', 'vapor twitch']",Bronze Whale,energetic
Rocks,4LtHd4nHs1LRyFrGsU9s3v,['uk pop'],Life of Dillon,energetic
Feelings,2TYlnHmpIMn4gLfSGlmlMq,['organic electronic'],IYES,energetic
Feel Good,6lcSHIwCOopIcW5cT5NXHI,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Gryffin,energetic
Matches,7nwGvxqSrgAuty1tlPGCFz,"['dance pop', 'pop', 'post-teen pop']",Cash Cash,energetic
Runaway,6p95ii7EDv1DUDvqvDeMKS,['classic rock'],Spirix,energetic
Oceans - Dave Winnel Remix,2T1MsreblJFBnVC9vqPaBP,"['complextro', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",CAZZETTE,energetic
Devotion - SMLE Remix,0PU6tnyfo19DRCM7g5ISl4,"['canadian pop', 'indie poptimism']",Coleman Hell,energetic
Going Under - Leon Lour Remix,6rtD5drZ38Vfw007z39iH5,"['canadian electronic', 'edm', 'electro house', 'pop dance', 'pop edm', 'slap house', 'tropical house']",Borgeous,energetic
Fireproof - Embody Remix,0ZNkenDGP8wVlnEwfiBJYO,"['canadian pop', 'indie poptimism']",Coleman Hell,energetic
Fireproof,0UnddeB02YdXiAcUnhpR1y,"['canadian pop', 'indie poptimism']",Coleman Hell,energetic
Paradise,4j0UuGZRhwYJ2DgbynwVCr,"['hip hop', 'rap']",Yonee,energetic
Be Happy,6Itbr5y3QfZuM5tVgc3PQI,"['chillhop', 'new french touch']",The Geek x Vrv,energetic
Touch,5Xa0dHwpk959X8mxQJcIoT,"['electropop', 'pop', 'pop rap']",FORD MISKIN,energetic
I.D.C.B.U,7HvZH9aeWBt3vEvaWSNeQL,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",SIBA,energetic
Still Got Time (feat. PARTYNEXTDOOR),000xQL6tZNLJzIrtIgxqSl,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",ZAYN,energetic
Chasing Highs,6fTsxhIosAU6zXTAhSaemI,[],ALMA,energetic
In with Me,1VIytNM6FSsjmLzLPlAARs,"['celtic', 'middle earth']",SUMif,energetic
Gypsy Heart (feat. Neil Ormandy),3BK8dxUmmFu0Gl4gVTzoQb,"['k-pop', 'k-pop boy group']",BUNT.,energetic
All or Nothing - Dirtcaps Remix,2DkdDacv3ojDL3Hc3ZS028,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",Lost Frequencies,energetic
Keep It Moving - Mozambo Remix,5qtM3fdelMchLEPHurZcbC,['indie poptimism'],Alex Newell,energetic
One More Weekend,2sOjlIwoygZZ6m4ViHM9z2,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'pop punk', 'punk']",Audien,energetic
It Ain't Me (with Selena Gomez) - Tiësto's AFTR:HRS Remix,4nGa5pYY1zhWB0hEvly9gg,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo,energetic
Life in Letters,6M8VuM1yfBBNh0g5aNkTqG,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house']",Pierce Fulton,energetic
Show You Love - MJ Cole Remix,2XBzoh9uR0GsnZeA5eQ8v0,"['cali rap', 'trap', 'underground hip hop', 'vapor trap']",Kato,energetic
Bet,0GHDN1D5IExg9vDc4O2MfH,"['afrobeat', 'bboy', 'brit funk', 'funk', 'hammond organ', 'instrumental funk', 'jam band', 'modern funk', 'soul']",MRG,energetic
Body to Body,3qyeNnFY67zX6VmmIbzPsL,"['dance pop', 'deep tropical house', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'swedish tropical house', 'tropical house']",Mike Perry,energetic
Godzilla,21h0F6z614BHwNDDfkjZ7Q,"['electra', 'nu disco']",Anna Lunoe,energetic
The Heat (I Wanna Dance with Somebody),6kh2EgNMbO3P3HoxLEUSNX,['dutch edm'],Ralph Felix,energetic
Hunter,3caMfJGFp53NAH2TuigdNj,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Galantis,energetic
Weak - Cheat Codes Remix,62Uf8EAHQIhA1nOYYJewr3,"['modern rock', 'pop rap']",AJR,energetic
Mama,47OVNnZJzIkrsEiZ4n187p,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",Jonas Blue,energetic
Brunch at the Bodega,2DYb9OVtTaRWVA7qmZ4CdX,"['chillhop', 'future funk']",Flamingosis,energetic
Raincoat (feat. Shy Martin),5xYVqJ7ppf4bTbbztvVOYx,"['dance pop', 'indie pop rap', 'indie poptimism', 'pop', 'pop dance', 'pop rap', 'pop rock', 'post-teen pop', 'tropical house']",Timeflies,energetic
Don’t You Feel It,1kW0EhrR7VdrXRexVIDIiB,"['drum and bass', 'house', 'liquid funk', 'uk dance', 'uk dnb']",Sub Focus,energetic
We Could Be Beautiful,6p2l8mki7sBTvF89R3tcBj,"['edm', 'electropop', 'future bass', 'indie electropop', 'indie poptimism', 'pop dance', 'pop edm', 'tropical house', 'vapor soul', 'vapor twitch']",Wrabel,energetic
I'm Addicted (Feat. Jessi Lee),0lxFfhHYZ0CDv7avrEK85r,"['hollywood', 'show tunes']",Broken Luxury,energetic
Tired,3b5Li4QKDVBx1x7fQuu54a,['electro house'],Alan Walker,energetic
Empty Room,5Ktd5GpAtVJWDxHnEHrhqJ,['indie poptimism'],Big Wild,energetic
Let The Song Play,6kavAQFHkoKBukku7M68OG,"['belgian edm', 'electro house', 'sky room']",MATTN,energetic
Flames,2p6U0PmCLvSEIuGMdfKVd2,"['belgian edm', 'belgian pop', 'new french touch']",Henri PFR,energetic
Beautiful (feat. Helen),3w7JcualE0nqlKjjxRQwoU,"['belgian hip hop', 'belgian pop']",Todiefor,energetic
Chicago,7fwfp0NJ8DRjNf5pwT4e01,"['deep tropical house', 'electropop', 'indie poptimism', 'pop dance', 'pop edm', 'tropical house']",Win and Woo,energetic
Know No Better,6BKeNWeUqxmvQ09Gxd3ZGX,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap']",Major Lazer,energetic
More Than You Know,4q8PHoRsPUB52LFylX8Ulz,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Axwell /\ Ingrosso,energetic
Stay For It,69Lq3BWssbLhf4QDRtFY51,"['bass trap', 'edm', 'electro house', 'electronic trap', 'electropop', 'pop dance']",RL Grime,energetic
Staring At The Sun,2UPXQ1UumX1qBh8COMbo6K,"['electropop', 'europop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",Vanic,energetic
Reims,3JtEYjD09uN9kKFBDw60Wj,"['bass trap', 'edm', 'electro house', 'electronic trap', 'electropop', 'pop dance']",RL Grime,energetic
Love Is A Temple,24putRJqkmdXxfKq5OI4TC,"['electro house', 'pop nacional', 'slap house']",Alok,energetic
Don't Want You Back,4lharVQjYNhByFR8dSHkMA,"['deep euro house', 'minimal tech house', 'new french touch', 'pop dance', 'tropical house']",Bakermat,energetic
Dirty Secrets,6lnEyO7EJEAEabFH4wIgab,"['dance pop', 'edm', 'house', 'pop dance', 'tropical house']",NEW CITY,energetic
Real Life,6jz9EMWHffNKVlZQVXOLoz,"['dance pop', 'destroy techno', 'disco house', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house', 'uk dance']",Duke Dumont,energetic
Cheers,7E3zDaENiSU0G1C9TpE6Kx,"['vapor soul', 'vapor twitch']",MOONZz,energetic
Get What You Give,0DTtMH8wB4UiRCjk6NgWl5,"['canadian electronic', 'edm', 'electro house', 'electropop', 'indie poptimism', 'pop dance', 'pop edm', 'tropical house']",Felix Cartal,energetic
Feels Right - Radio Edit,54fiTamOOfnsB9wmxhaENl,['gaming edm'],JPB,energetic
Came Here for Love,3kGfazcbVvVkuZunzlLgTD,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",Sigala,energetic
High Without Your Love - NAKID Remix,4ef0bZuCoMw9rPXM83Edoj,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'nyc pop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",Loote,energetic
Save A Little Love,2ibLTZM8SvPx8ZfvjnuMvs,"['baroque pop', 'emo', 'modern rock']",Don Diablo,energetic
Caskets,0FknXlaOeXD7Vto1Hx9wtP,"['electropop', 'pop']",Party Favor,energetic
Where I Won't Be Found,038k4V2bjaAQsfpYV7V9WP,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Seven Lions,energetic
Stay - Petit Biscuit Remix,3EV0Eo3m7nd74rXuSIi08s,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",Zedd,energetic
Understand Me,6u7jM7ms8eiEIs2G7DANWP,"['canadian electronic', 'edm', 'electro house', 'pop dance', 'pop edm', 'slap house', 'tropical house']",CMC$,energetic
All Stars,3aLSrx8qhssXrh5yjB6oy9,"['dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'tropical house', 'vocal house']",Martin Solveig,energetic
OK - Blunty's Johnny Vix Mix; Spotify Version,4u14UqwxYvrPsbi7bbt6pJ,"['dutch hip hop', 'tropical house']",Robin Schulz,energetic
Reckless,0AsvW2yBEhPNI2RW3m20Rf,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",Disco Fries,energetic
Best Days of My Life,7gS7gcili0uf2xPJovefat,"['deep house', 'deep tropical house', 'house', 'new french touch', 'pop dance', 'tropical house']",Sons Of Maria,energetic
Playing with Fire,1XMHr0EawozjjXfckb5TB8,"['folk-pop', 'indie folk', 'indie pop', 'modern rock', 'new americana', 'seattle indie', 'stomp and holler']",RIVRS,energetic
Truth or Dare,54uyFEMcG3wnZ1JSRS3QtI,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",R3HAB,energetic
Remember I Told You - Frank Walker Remix,3DgXhNbtB4K8FKAIyFbi53,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",Nick Jonas,energetic
Lay It On Me (Feat. Keiynan Lonsdale),00c9VpjXk7iHdLEEzrAxbr,"['edm', 'electronic trap', 'electropop', 'vapor twitch']",Kasbo,energetic
Distant,3kKX2SSrYHYGbX9fIpipoM,"['french indietronica', 'new french touch']",Clement Bazin,energetic
Already Gone,5xtND0ydivuRhguOhKHUk7,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",OTR,energetic
Chasing Highs - Roosevelt Remix,6jucfJVCi6WvaaXCpPgIhN,[],ALMA,energetic
Was Will Be (feat. Mimi Page),1olERLnSeLfDNsMPFCi7TK,"['breakbeat', 'brostep', 'edm', 'electro house', 'electronic trap', 'glitch hop']",Bassnectar,energetic
Outside Of The Lines (feat. Laurell),5owwAF2LgVLFvcIymTBZE1,"['classic rock', 'glam rock', 'rock']",Boehm,energetic
She's On My Mind - Bruno Martini Remix,3XfMcu7xrQSVAcXik3I0un,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",JP Cooper,energetic
Would You Ever,57p8CBvPOxrvyCbn6ttl5r,"['edm', 'electro house', 'pop dance']",Skrillex,energetic
Want Your Body,6YDk1ehvG1m2bDiG8LzkMZ,"[""preschool children's music""]",Falcons,energetic
Fall Together - Just A Gent Remix,7uod6GJTu9gQmlr3xwGq3u,"['alternative dance', 'australian indie', 'indie rock', 'modern rock']",The Temper Trap,energetic
"For Richer, for Poorer",3XeIYdfvQFH74yLKjdYDTf,[],Adian Coker,energetic
Altar (feat. R.LUM.R),3BkgCiyy0DQCCOWQwgzDlh,"['gauze pop', 'vapor twitch']",Sweater Beats,energetic
Drunk on You,6FSVoSnsrruUcCZYaUzNQ1,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'soft rock']",Ameria,energetic
Staying Up,4r7qTk6RD30c1dFuiZObDf,"['boy band', 'dance pop', 'pop', 'post-teen pop']",Matoma,energetic
Aight,14Fhtbf2Y6DPAvuY9jA0Bg,"['contemporary country', 'country road', 'texas country']",Cody G,energetic
Leave Right Now,0wyja8xD9cNhDtfuY0dVMP,"['contemporary country', 'country', 'country road', 'modern country rock']",Thomas Rhett,energetic
"Let Me Go (with Alesso, Florida Georgia Line & watt)",5Gu0PDLN4YJeW75PpBSg9p,"['dance pop', 'pop', 'post-teen pop']",Hailee Steinfeld,energetic
Break The Fever,2Fnlo7KvPgMeWLLbgtY8it,['dreamo'],Mutemath,energetic
Crime (with Skott),08DqG1RqpxnICWOdOp2PLV,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Grey,energetic
La Ciudad,4x6aawsLyPkF3aGPXGvbat,"['chillwave', 'ninja']",ODESZA,energetic
Vibes,1RmPi2rBbY6pB97UDbsjeq,[],Griffin Stoller,energetic
cortado,1cPj64z11iA3AVBQP0AUls,[],anton.,energetic
Does It Feel Like Falling (Feat. Trinidad Cardona),0xiOxkgv2Re8jeIC1iy4Pf,['post-teen pop'],Alex Aiono,energetic
immortal - Snakehips Remix,52aLcfyEf3NvnxwlrluEB0,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",Elley Duhé,energetic
DubFunk,1k2XvBR6da3bSBQaEcuh4U,[],Tichi,energetic
Young - Midnight Kids Remix,2g1dcVwh2fbCKzbxX2RgwZ,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",The Chainsmokers,energetic
Came Here for Love - Calvo Remix,3QQCuAHj5Ey21It2LWbPWq,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",Sigala,energetic
Supernova,0sAA3arXOVoczn884kfDpx,['vapor soul'],Kai Straw,energetic
HUMBLE. - SKRILLEX REMIX,65ES1qwOB577ZnTkizMXJJ,"['edm', 'electro house', 'pop dance']",Skrillex,energetic
You Got to Love Me,7uRRcR7qb7nJSaLfSQlWiL,"['electronica', 'german techno', 'hamburg electronic', 'microhouse', 'minimal techno', 'organic electronic', 'tech house']",DAVID AUGUST,energetic
Be Yourself (Extended Mix),73F14MUC2YyZQn7reIJfEr,"['french indie pop', 'french indietronica', 'indie soul', 'new french touch', 'tropical house']",Kazy Lambist,energetic
Apolune,315sgToRVTKGpOVNf8Ak5Q,"['deep house', 'electronica', 'indie soul']",Jesper Ryom,energetic
