name,uri,genres,artist,mood
Girls Just Want to Have Fun,7sMGwiS4vOMcz86ZY3vKYM,"['dance pop', 'mellow gold', 'new wave pop', 'permanent wave', 'pop rock', 'soft rock']",Cyndi Lauper,happy
We're from Barcelona,6gobLJ63a1TNrSrU53tSj5,"['swedish alternative rock', 'swedish indie pop']",I'm From Barcelona,happy
I Don't Feel Like Dancin',13pyGLYmBjYgvOMIEivX2K,"['dance pop', 'dance rock', 'electropop', 'pop rock']",Scissor Sisters,happy
Lemon Tree,1yN2z5XVtaAOYGdeEqEuqd,['german pop rock'],Fools Garden,happy
Foundations,3PY6DWrkuIt6LZgFesrIkJ,"['anti-folk', 'electropop', 'piano rock']",Kate Nash,happy
I Want You Back,3b0EOvScbZUc0qJx0E1L2z,"['adult standards', 'motown', 'soul']",The Jackson 5,happy
Stayin' Alive - Remastered Version,3LmpQiFNgFCnvAnhhvKUyI,"['disco', 'mellow gold', 'soft rock']",Bee Gees,happy
Time to Pretend,3Q9FA2LP9Abih9xkFeNb6U,"['hip hop', 'ohio hip hop', 'rap']",MGMT,happy
Footloose,1Ppwc43WYFEBXw2n1ePhDY,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",Kenny Loggins,happy
Mr. Pitiful,7GH4CmhitO7eLNLnUBtduQ,['neo mellow'],Matt Costa,happy
"Could You Be Loved - 12"" Mix",3cc66vpbbkDNgtSnWgKked,"['reggae', 'roots reggae']",Bob Marley & The Wailers,happy
Movin' on Up,67ncFJWaIbJdqZl1bpEppz,"['glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']",Primal Scream,happy
You Never Can Tell - 1964 Single Version / Mono,2LcV5dZWN47XVCVZ1dFwfQ,"['adult standards', 'blues rock', 'classic rock', 'folk rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']",Chuck Berry,happy
Reflections,6MByWSkfqebVmpPw3pA1uR,"['electropop', 'indie pop', 'indie poptimism', 'modern rock', 'nyc pop', 'pop rock', 'stomp and holler']",MisterWives,happy
You Only Live Once,4fPBB44eDH71YohayI4eKV,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Strokes,happy
It's a Beautiful Day,0mvkwaZMP2gAy2ApQLtZRv,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",Michael Bublé,happy
What You Know,1qfYG2JrchEyJiqKnkE7YQ,"['alternative dance', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie', 'rock']",Two Door Cinema Club,happy
S.O.B.,41K81NpjapePhBdIKC3QFQ,"['funk', 'indie folk', 'modern blues rock', 'new americana', 'rock', 'stomp and holler']",Nathaniel Rateliff & The Night Sweats,happy
Black Or White,5YAY2D4s3o0QNOpFwEsynX,"['pop', 'r&b', 'soul']",Michael Jackson,happy
Alright,5xC8uOesnn0udeXAYlAnoY,"['alternative rock', 'britpop', 'modern rock', 'oxford indie', 'pop rock', 'rock']",Supergrass,happy
You Make My Dreams,0293bTPojlkLvyr8ojc74y,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",Daryl Hall & John Oates,happy
How Will I Know,5tdKaKLnC4SgtDZ6RlWeal,"['dance pop', 'pop', 'urban contemporary']",Whitney Houston,happy
Don't You Worry 'Bout A Thing,4RXZXxI9xvfVUeE7SYDPDV,"['adult standards', 'funk', 'motown', 'quiet storm', 'soul']",Stevie Wonder,happy
"Hakuna Matata - From ""The Lion King""/Soundtrack",5k3U0OGYBccHdKJJu3HrUN,"['broadway', 'disney', 'hollywood', 'movie tunes', 'show tunes']",Nathan Lane,happy
In the Summertime (Re-Recorded),6fOXeZLwVZ1J48d3xz6JnY,"['british blues', 'bubblegum pop', 'classic uk pop']",Mungo Jerry,happy
Twistin' The Night Away,3I3W71Hi6zFnXIeGHJuauN,"['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']",Sam Cooke,happy
Love Rollercoaster,6OBeM4d4RGzxcMphQVSgED,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul']",Ohio Players,happy
Send Me on My Way,6hs3SDnbO3f6VQuPO4KBEb,"['jam band', 'pittsburgh rock']",Rusted Root,happy
I Get Around,3mXexrmtPJ1KdWN37rYePx,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",The Beach Boys,happy
Ain't Too Proud To Beg,22x73BTJpIkciL7605zZ66,"['brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']",The Temptations,happy
Love On Top,1z6WtY7X4HQJvzxC4UgkSf,"['dance pop', 'pop', 'post-teen pop', 'r&b']",Beyoncé,happy
Beyond the Sea,2EIaO5knwUA3F2qnf9LV3S,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'motown', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']",Bobby Darin,happy
Dream of Bombay,0ikd6zPPVvJefH8gN3IuKw,"['australian alternative rock', 'australian garage punk', 'australian indie', 'brisbane indie']",Viceroy,happy
The Twist,3ohLnESFgYACPMCkoTOzqE,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",Chubby Checker,happy
Tequila (Re-Recorded),4VkHBfAfYw7TexAMDRDoQq,"['rock-and-roll', 'rockabilly']",The Champs,happy
Once in a Lifetime,1Tr4K5MU5XYE44umXGDndd,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",Talking Heads,happy
Fly Away,5ri4zqtWhG07hIuNNDWP76,"['australian pop', 'pop']",Tones And I,happy
Lasting Lover,0DmAvNCAK08oCi7miSZUIY,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",Sigala,happy
The Best Days (feat. Tabitha),140XpWSdJ0jZEbLj9iVnPA,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",Sam Feldt,happy
Anyone,31qCy5ZaophVA81wtlwLc4,"['canadian pop', 'pop', 'post-teen pop']",Justin Bieber,happy
At Least I Had Fun,7jqXDgGWkV4w2ctdb2g59o,"['dance pop', 'danish electronic', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",Martin Jensen,happy
Good Vibes,53kWAAfx7IopXRa31MQHB8,"['dance pop', 'pop', 'post-teen pop', 'social media pop']",HRVY,happy
Love You Better,4UuGBDjt8gLXsANZqZxMBz,"['edm', 'pop dance', 'pop edm', 'swedish pop', 'swedish tropical house', 'tropical house']",John De Sohn,happy
Dancing in the Moonlight (feat. NEIMY),5ow0sNF1zSqp71Ix5jEXWU,"['deep house', 'deep tropical house', 'edm', 'pop dance', 'tropical house']",Jubël,happy
Slow Dance (feat. Ava Max) - Sam Feldt Remix,2wenGTypSYHXl1sN1pNC7X,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']",AJ Mitchell,happy
Friends,18RdChpgvaAO7GXDjLks2B,"['dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']",Ella Henderson,happy
Together,5id3Rqn7SPj1LX4FfY4nGz,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",Sia,happy
Wonder,5KCbr5ndeby4y4ggthdiAb,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",Shawn Mendes,happy
Holy (feat. Chance The Rapper),5u1n1kITHCxxp8twBcZxWy,"['canadian pop', 'pop', 'post-teen pop']",Justin Bieber,happy
Get To Know You,3oiLlbBynuErymca4Dwp5H,"['channel pop', 'uk pop']",Samantha Harvey,happy
I Found You,3wYOGJYD31sLRmBgCvWxa4,"['dance pop', 'pop', 'post-teen pop']",Cash Cash,happy
What A Man Gotta Do,4wNIkl5XGiAACjFBlDWuSd,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",Jonas Brothers,happy
Take You Dancing,59qrUpoplZxbIZxk6X0Bm3,['nz pop'],Jason Derulo,happy
Dive,0Npijoc6ZcUe1devUugKvI,"['deep tropical house', 'pop dance', 'pop edm', 'tropical house']",Hot Shade,happy
I Don't Know Why,0ZXdzaT1k688dkpNeEgQiV,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",NOTD,happy
Tangerine Skies,2VvHa9p1kkTmaCMq0exODA,"['indie cafe pop', 'uk pop']",Declan J Donovan,happy
Drown (feat. Clinton Kane),4RVtBlHFKj51Ipvpfv5ER4,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",Martin Garrix,happy
Bigger Than,5X73AYzzEE5Di0JwcQKt9N,['indie cafe pop'],Justin Jesso,happy
Lifestyle (feat. Adam Levine),0osvOdeD3YXZiWkT8MKolJ,['nz pop'],Jason Derulo,happy
Little Bit Of Love - Indian Summer Remix,4WEojtwHd0MUF3sPz5ITAj,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",JP Cooper,happy
Take Care of You,7GajHE5z66qqmzTrKVFCab,"['dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']",Ella Henderson,happy
Run,2UbVnbE5FH6008mAm6Mmgw,"['dance pop', 'piano rock', 'pop', 'pop rock', 'post-teen pop']",OneRepublic,happy
Cover Me In Sunshine,6Tio0ZoDeSQnI7EBAqWer2,"['dance pop', 'pop', 'post-teen pop']",P!nk,happy
Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance']",Joel Corry,happy
Lean On Me,43Hit5V2BpPq2vxvca3ysc,"['dance pop', 'edm', 'pop', 'pop dance']",Sandro Cavazza,happy
Little Bit Of Love,0VrgIjDkmDwlgZk54Try2u,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",JP Cooper,happy
Rain On Me (with Ariana Grande),24ySl2hOPGCDcxBxFIqWBu,"['dance pop', 'pop', 'post-teen pop']",Lady Gaga,happy
2 Hearts (feat. Gia Koka),0EdgK7ASb4kfRkW8pVMN02,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",Sam Feldt,happy
Someone,68zNuCEl9UHTbcBltW2uDv,"['deep house', 'deep tropical house', 'edm', 'pop dance', 'tropical house']",Jubël,happy
Tick Tock (feat. 24kGoldn),27u7t9d7ZQoyjsCROHuZJ3,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",Clean Bandit,happy
You (with Marshmello & Vance Joy),1GkHyypTFkUf0QQKwYoXH4,"['canadian pop', 'pop', 'post-teen pop']",benny blanco,happy
Never Seen the Rain,2grAr8pWMuLWn8ZYEE9wDV,"['australian pop', 'pop']",Tones And I,happy
Best Of You (feat. Elle King),4bsqIuMHtvLCzpYAyV3044,"['dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",Andy Grammer,happy
Freedom,5Gj1wG8b12VQdEd3hUuSwo,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo,happy
Kings & Queens,76nqCfJOcFFWBJN32PAksn,"['dance pop', 'pop']",Ava Max,happy
One Too Many,5NUXE8W12lWcUXgJRCjeEw,"['pop', 'post-teen pop']",Keith Urban,happy
Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,49dFIRQCQxPWgoH0m38XQ5,"['alt z', 'canadian pop', 'dance pop', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop']",Lennon Stella,happy
Be Okay (with HRVY),4ztw0mBC6VBiLV79yRHDQW,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",R3HAB,happy
Somebody,6pU7kdmhRvhc8twYRl14bD,"['electropop', 'norwegian indie', 'norwegian pop', 'tropical house']",Dagny,happy
Weekend Vibe,5c0lWlmIyCq7hzBhpZasYL,"['deep house', 'deep tropical house', 'edm', 'pop dance', 'tropical house']",Jubël,happy
Savage Love (Laxed - Siren Beat),5T490vvoFNU6psep0NPmxs,['nz pop'],Jawsh 685,happy
Dynamite,0v1x6rN6JHRapa03JElljE,"['k-pop', 'k-pop boy group']",BTS,happy
Sing It With Me,60DwQiwwglVkTkTwDTTEId,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",JP Cooper,happy
My Head & My Heart,1KixkQVDUHggZMU9dUobgm,"['dance pop', 'pop']",Ava Max,happy
I'll Wait,6Q3K9gVUZRMZqZKrXovbM2,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo,happy
Be Kind,5pE4OLVJh5rjaLERbUgBB2,"['edm', 'pop', 'pop dance', 'tropical house']",Zak Abel,happy
On Me (feat. Ava Max),7k6tAZp4m93oswrPqSfBbc,"['contemporary country', 'country', 'country road', 'modern country rock']",Thomas Rhett,happy
My Way (Steve Aoki & Aloe Blacc),0FJw1Pg9xXCxbcyQMI6GAe,"['k-pop', 'k-pop boy group']",Steve Aoki,happy
Beautiful People (feat. Khalid),4evmHXcjt3bTUHD1cvny97,"['pop', 'uk pop']",Ed Sheeran,happy
Heartbreak Anthem (with David Guetta & Little Mix),5K6Ssv4Z3zRvxt0P6EKUAP,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Galantis,happy
Sweet & Sour (feat. Lauv & Tyga),3ZWhRS2EJVL5B0IEzkcvZa,['nz pop'],Jawsh 685,happy
Love Not War (The Tampa Beat),4Lt6GXGzYsa1tgkv3nGSTm,['nz pop'],Jason Derulo,happy
Broke Boy,3838GU9hh6VrvDi1f8jaU9,['la pop'],Malia Civetz,happy
Who's Laughing Now,73h4oe03sZy8bXfQLfnqMv,"['dance pop', 'pop']",Ava Max,happy
Sixteen,4PkIDTPGedm0enzdvilLNd,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",Ellie Goulding,happy
Glorious,7xPIlYAQvOubFllPkn8XSL,"['dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']",Ella Henderson,happy
Body Back (feat. Maia Wright),1z1XegUChLLQfcbtIK8ABn,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Gryffin,happy
Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],1mMvahhW2Oz9waG8UTQnI4,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Galantis,happy
Perfect (feat. Haris),30cW9fD87IgbYFl8o0lUze,"['dance pop', 'edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']",Lucas & Steve,happy
Year of the Young,6J7U49QGecWb3WqIqfSYc0,['swedish pop'],Smith & Thell,happy
Hold On Tight,2xytFpmHqcz6UHp1sh0SoR,"['dance pop', 'edm', 'pop', 'pop dance']",Aloe Blacc,happy
YES,1nAvS4GbkxR7iISU5ZfLPf,['eurovision'],BEN & TAN,happy
Fingertips,0jh5NRR4gX9tsFMLFDhEmX,"['dance pop', 'german dance', 'pop dance', 'slap house', 'tropical house']",Tom Gregory,happy
Keep You Mine,0OJN2A3Qyvd7pwSF0AIteC,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",NOTD,happy
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",6FuGJB290AQMAHTfjOYVaK,['cali rap'],24kGoldn,happy
Faith (with Dolly Parton) [feat. Mr. Probz],35MKhw2YBKApmD7fAnPERC,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Galantis,happy
All I Know So Far,4LmN3eU1R1vVEdKuDELpGk,"['dance pop', 'pop', 'post-teen pop']",P!nk,happy
Let Me Move You - From the Netflix film Work It,0roOLcll6SSTYZwsQFmXqP,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",Sabrina Carpenter,happy
Higher Love,6oJ6le65B3SEqPwMRNXWjY,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo,happy
Goliath,0z4kyKuFGmUV7WQ7gB1sAp,['swedish pop'],Smith & Thell,happy
Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,"['canadian pop', 'pop', 'post-teen pop']",Justin Bieber,happy
Never Really Over,5PYQUBXc7NYeI1obMKSJK0,"['dance pop', 'pop', 'post-teen pop']",Katy Perry,happy
Dance with Me (feat. Thomas Rhett & Young Thug),6AoHQqGnuwFk9ygWhzLRws,"['bmore', 'dance pop', 'edm', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",Diplo,happy
Be Like That - feat. Swae Lee & Khalid,5f1joOtoMeyppIcJGZQvqJ,"['contemporary country', 'country road']",Kane Brown,happy
Put Your Records On,1fah1uAs7HeTYDlNftKr3K,['bedroom pop'],Ritt Momney,happy
Good as Hell (feat. Ariana Grande) - Remix,07Oz5StQ7GRoygNLaXs2pd,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",Lizzo,happy
Iko Iko (My Bestie),7MC4XR9M9amdmKQr2iDF7i,"['png pop', 'polynesian pop']",Justin Wellington,happy
Electric,63eV5hreY9feQP2CmYavpj,"['dance pop', 'pop', 'post-teen pop']",Katy Perry,happy
Rewrite The Stars (with James Arthur & Anne-Marie),78nplE9X2ZGvQh3TKgvldE,"['pop', 'post-teen pop', 'talent show', 'uk pop']",James Arthur,happy
Hold You Tonight (with Chris Lane),58jecLK0epwMLr9cy5vFUy,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Gryffin,happy
Higher Power,0939D7aT18uBDS2MTjWzct,"['permanent wave', 'pop']",Coldplay,happy
What I Like About You (feat. Theresa Rex),4NSW0Km5ZG60L8FthUebPJ,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",Jonas Blue,happy
What's Love Got to Do with It,3Be7CLdHZpyzsVijme39cW,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo,happy
Ooh Girl (feat. A Boogie Wit da Hoodie),1mKNyZCNDueEASgBgZuLdA,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'pop rap', 'post-teen pop', 'tropical house']",Kris Kross Amsterdam,happy
Just Friends,02Ygu8lo3qSknRpcBnspso,"['canadian pop', 'electropop']",Virginia To Vegas,happy
Fake A Smile,6rAGFY9D3ah6Lb7fUgbNNH,['electro house'],Alan Walker,happy
I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,"['pop', 'uk pop']",Ed Sheeran,happy
Starstruck,2WJVFqVQ3ivhAoAQWzEzeL,"['dance pop', 'electropop', 'gauze pop', 'pop', 'post-teen pop', 'tropical house']",Years & Years,happy
Let It Be Me (feat. Ava Max),2F83FxNVkK6PPMHuYnwyVc,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",David Guetta,happy
Wave of You,5Ne1q9Hv3l2NHBA3Agt8WT,"['bedroom soul', 'pop']",Surfaces,happy
Can We Pretend (feat. Cash Cash),3O0e0LHTpza0rYVDbZfQ4r,"['dance pop', 'pop', 'post-teen pop']",P!nk,happy
Hot Stuff,00ETaeHUQ6lops3oWU1Wrt,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo,happy
DANCE,6TfeXwJihJRuBW3mFpib6J,"['norwegian pop', 'pop dance']",CLMD,happy
